Number	Cell	Slice	Date	Sample	Mouse	Mouse date of birth	Mouse age	Mouse gender	Mouse genotype	Targeted layer	Inferred layer	Cre	Exon reads	Intron reads	Intergenic reads	Sequencing batch	Number of genes detected	RNA family	RNA type	RNA type confidence	RNA type top-3	ALM/VISp top-3	Length (bp)	Yield (pg/µl)	User	Hold Time (min)	Soma depth (µm)	Soma depth (4x)	Cortical thickness (4x)	Cortical thickness (µm)	Traced	Exclusion reasons
1196	20190830_sample_2	20190830_slice_2	2019-08-30	Sample 2	mouse_QAOWB	2019-06-09	82	M	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	6	6	SLC17a8+	930812	1545856	150177	10	9897	IT	L6 IT_1	0.43	L6 IT_1 (43.0%), L5 IT_3 (30.4%), L2/3 IT_3 (16.7%)	L5 IT ALM Npw (58.0%), L2/3 IT ALM Macc1 Lrg1 (22.0%), L5 IT ALM Pld5 (7.0%)	2266	230.35	Fede	14	989.7	359.3	488.2	1347.432	y	
1197	20190830_sample_3	20190830_slice_3	2019-08-30	Sample 3	mouse_QAOWB	2019-06-09	82	M	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	5	5	SLC17a8+	231409	21533	24565	10	2562	low quality					1540	58.51	Fede	26	467.3	171.4	503.6	1389.936		
1198	20190830_sample_4	20190830_slice_3	2019-08-30	Sample 4	mouse_QAOWB	2019-06-09	82	M	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	6	5	SLC17a8+	386846	25895	22356	10	2856	low quality					1531	59.2	Fede	11	954.8	347.4	503.6	1389.936		
1199	20190830_sample_6	20190830_slice_5	2019-08-30	Sample 6	mouse_QAOWB	2019-06-09	82	M	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	5	2/3	SLC17a8+	2363160	2662747	380946	10	11871	IT	L4/5 IT_1	0.69	L4/5 IT_1 (69.3%), L4/5 IT_2 (29.3%)	L4 IT VISp Rspo1 (94.0%), L5 IT ALM Pld5 (6.0%)	1739	218.46	Fede	14	403.6	140.6	526.2	1452.312	y	
1200	20190830_sample_8	20190830_slice_7	2019-08-30	Sample 8	mouse_QAOWB	2019-06-09	82	M	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	5	5	SLC17a8+	2293188	2044130	236967	10	9490	IT	L4/5 IT_1	0.85	L4/5 IT_1 (84.7%), L2/3 IT_3 (9.9%), L4/5 IT_2 (4.0%)	L4 IT VISp Rspo1 (65.0%), L5 IT ALM Pld5 (34.0%)	2245	80.65	Fede	25	488.9	177	543.9	1501.164		
1201	20190830_sample_9	20190830_slice_7	2019-08-30	Sample 9	mouse_QAOWB	2019-06-09	82	M	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	6	5	SLC17a8+	3127172	1915186	302699	10	9398	NP	L5/6 NP_1	0.76	L5/6 NP_1 (75.9%), L5/6 NP_2 (23.1%)	L5 NP ALM Trhr Nefl (70.0%), L5 NP VISp Trhr Met (30.0%)	2188	90.96	Fede	10	684.1	247.7	543.9	1501.164	y	
1202	20190904_sample_1	20190904_slice_1	2019-09-04	Sample 1	mouse_NUHHS	2019-06-30	66	F	Vip-IRES-Cre/wt; Ai9/wt	5	5	VIP+	137579	41701	27904	10	2101	low quality					1690	65.65	Fede	30	819.7	296.3	533	1471.08		
1203	20190904_sample_2	20190904_slice_2	2019-09-04	Sample 2	mouse_NUHHS	2019-06-30	66	F	Vip-IRES-Cre/wt; Ai9/wt	5	5	VIP+	1639954	2058275	220855	10	8944	Vip	Vip Gpc3	1.00	Vip Gpc3 (99.6%)	Vip Gpc3 Slc18a3 (62.0%), Vip Arhgap36 Hmcn1 (34.0%)	1945	121.03	Fede	30	1178.9	428.1	609.9	1683.324		
1204	20190904_sample_3	20190904_slice_3	2019-09-04	Sample 3	mouse_NUHHS	2019-06-30	66	F	Vip-IRES-Cre/wt; Ai9/wt	1	1	VIP+	2366511	1395645	181657	10	8877	Vip	Vip Sncg	0.51	Vip Sncg (51.4%), Vip Mybpc1_2 (41.9%), Vip Mybpc1_3 (2.1%)	Vip Crispld2 Htr2c (46.0%), Vip Rspo1 Itga4 (33.0%), Vip Col15a1 Pde1a (19.0%)	2018	118.81	Fede	30	95.8	34.1	559.3	1543.668	y	
1205	20190904_sample_4	20190904_slice_4	2019-09-04	Sample 4	mouse_NUHHS	2019-06-30	66	F	Vip-IRES-Cre/wt; Ai9/wt	5	5	VIP+	4658863	1210827	226647	10	11159	Vip	Vip Gpc3	0.86	Vip Gpc3 (85.7%), Vip C1ql1 (14.1%)	Vip Arhgap36 Hmcn1 (100.0%)	2104	203.17	Fede	31	1007.9	370.6	535.8	1478.808		
1206	20190904_sample_5	20190904_slice_5	2019-09-04	Sample 5	mouse_NUHHS	2019-06-30	66	F	Vip-IRES-Cre/wt; Ai9/wt	5	5	VIP+	1748342	1705082	183903	10	9596	Vip	Vip Mybpc1_3	0.90	Vip Mybpc1_3 (90.1%), Vip Chat_1 (8.6%)	Vip Lect1 Oxtr (56.0%), Vip Ptprt Pkp2 (42.0%)	1998	147.07	Fede	40	1068.1	393.6	612.4	1690.224	y	
1207	20190904_sample_7	20190904_slice_7	2019-09-04	Sample 7	mouse_NUHHS	2019-06-30	66	F	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP+	1638892	694186	103275	10	7157	Vip	Vip Chat_1	0.57	Vip Chat_1 (57.0%), Vip Gpc3 (23.7%), Vip Mybpc1_3 (14.6%)	Vip Gpc3 Slc18a3 (53.0%), Vip Ptprt Pkp2 (47.0%)	1754	75.65	Fede	32	1714.4	629.5	662	1827.12	y	
1208	20190905_sample_1	20190905_slice_1	2019-09-05	Sample 1	mouse_GSFFC	2019-05-30	98	F	Sst-IRES-Cre/wt; Ai9/wt	5	6	SST+	300674	138233	39061	10	3461	low quality					1512	120.66	Fede	53	1117.2	395.5	533.3	1471.908	y	
1209	20190905_sample_3	20190905_slice_3	2019-09-05	Sample 3	mouse_GSFFC	2019-05-30	98	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	10022580	1198111	371285	10	13911	Sst	Sst Hpse	0.93	Sst Hpse (92.6%), Sst Htr1a (6.7%)	Sst Hpse Cbln4 (100.0%)	2099	414.01	Fede	40	526.6	196.8	477.6	1318.176		
1210	20190906_sample_1	20190906_slice_1	2019-09-06	Sample 1	mouse_GSHJT	2019-07-02	66	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT+	4204839	2619590	303577	10	11418	Lamp5	Lamp5 Slc35d3	0.95	Lamp5 Slc35d3 (95.3%)	Lamp5 Lsp1 (100.0%)	2252	115.2	Fede	52	769.4	280.8	568.7	1569.612	y	
1211	20190906_sample_5	20190906_slice_3	2019-09-06	Sample 5	mouse_GSHJT	2019-07-02	66	F	Viaat-Cre/wt; Ai9/wt	5	6	VIAAT+	3111364	3339979	431650	10	10723	CT	L6 CT Cpa6	0.56	L6 CT Cpa6 (56.4%), L6 CT Pou3f2 (28.0%), L6 CT Grp (14.1%)	L6 CT VISp Ctxn3 Brinp3 (100.0%)	2177	131.1	Fede	10	1220.7	448.3	591.7	1633.092	y	
1212	20190906_sample_6	20190906_slice_4	2019-09-06	Sample 6	mouse_GSHJT	2019-07-02	66	F	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT+	2540627	2443842	226403	10	9816	Lamp5	Lamp5 Slc35d3	0.98	Lamp5 Slc35d3 (97.7%)	Lamp5 Lsp1 (100.0%)	2126	121.78	Fede	42	1419.7	517.3	645.7	1782.132	y	
1213	20190910_sample_1	20190910_slice_1	2019-09-10	Sample 1	mouse_OOATG	2019-07-21	51	M	Vip-IRES-Cre/wt; Ai9/wt	1	1	VIP-	1778695	88138	121783	10	4842	Lamp5	Lamp5 Egln3_2	0.37	Lamp5 Egln3_2 (37.0%), Lamp5 Egln3_3 (36.1%), Lamp5 Pdlim5_2 (10.3%)	Lamp5 Ntn1 Npy2r (96.0%)	1894	100.12	Fede	41	66.9	24.2	529.4	1461.144	y	
1214	20190910_sample_2	20190910_slice_2	2019-09-10	Sample 2	mouse_OOATG	2019-07-21	51	M	Vip-IRES-Cre/wt; Ai9/wt	5	5	VIP+	5519921	2122898	347543	10	10997	Vip	Vip Htr1f	0.99	Vip Htr1f (98.7%)	Vip Chat Htr1f (97.0%)	1856	223.5	Fede	26	471.8	168.8	505.5	1395.18	y	
1215	20190910_sample_3	20190910_slice_3	2019-09-10	Sample 3	mouse_OOATG	2019-07-21	51	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP+	5562171	183655	226583	10	9778	Vip	Vip Mybpc1_3	0.65	Vip Mybpc1_3 (65.4%), Vip Chat_1 (32.1%)	Vip Ptprt Pkp2 (78.0%), Vip Lect1 Oxtr (22.0%)	1977	186.49	Fede	46	1316.3	477.3	511.3	1411.188		
1216	20190910_sample_4	20190910_slice_4	2019-09-10	Sample 4	mouse_OOATG	2019-07-21	51	M	Vip-IRES-Cre/wt; Ai9/wt	2/3	2/3	VIP+	1971133	1669474	205935	10	8878	Vip	Vip Sncg	0.99	Vip Sncg (98.7%)	Vip Col15a1 Pde1a (99.0%)	1992	133.12	Fede	40	234.6	82.1	560.7	1547.532		
1217	20190910_sample_6	20190910_slice_5	2019-09-10	Sample 6	mouse_OOATG	2019-07-21	51	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP+	895569	37709	51316	10	3880	Vip	Vip Serpinf1_2	0.44	Vip Serpinf1_2 (44.1%), Sncg Col14a1 (28.9%), Vip Htr1f (10.7%)	Serpinf1 Clrn1 (68.0%), Serpinf1 Aqp5 Vip (23.0%), Vip Chat Htr1f (6.0%)	1743	55.68	Fede	30	1227.6	449.7	520.7	1437.132	y	
1218	20190911_sample_3	20190911_slice_3	2019-09-11	Sample 3	mouse_DFYAE	2019-07-13	60	F	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	5	5	SLC17a8+	1924221	2318146	270586	10	9209	NP	L5/6 NP_2	0.95	L5/6 NP_2 (95.1%)	L5 NP ALM Trhr Nefl (97.0%)	2178	106.98	Fede	20	717.1	265.2	553.1	1526.556		
1219	20190911_sample_4	20190911_slice_4	2019-09-11	Sample 4	mouse_DFYAE	2019-07-13	60	F	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	5	5	SLC17a8+	540896	88762	72685	10	2382	IT	L5 IT_1	0.24	L5 IT_1 (23.9%), L5 IT_3 (13.4%), L5 IT_2 (9.9%)	L4 IT VISp Rspo1 (64.0%), L5 IT VISp Hsd11b1 Endou (12.0%), L5 IT VISp Col6a1 Fezf2 (11.0%)	1516	59.31	Fede	35	1015.3	369.4	575.9	1589.484		
1220	20190911_sample_6	20190911_slice_5	2019-09-11	Sample 6	mouse_DFYAE	2019-07-13	60	F	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	5	5	SLC17a8+	547457	771673	134411	10	4347	low quality					1850	68.41	Fede	25	1019	369.5	570.2	1573.752		
1221	20190911_sample_7	20190911_slice_6	2019-09-11	Sample 7	mouse_DFYAE	2019-07-13	60	F	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	6	6	SLC17a8+	132150	60039	57000	10	2273	low quality					1503	80.51	Fede	17	1377	503.6	572.9	1581.204		
1222	20190911_sample_9	20190911_slice_8	2019-09-11	Sample 9	mouse_DFYAE	2019-07-13	60	F	Slc17a8-IRES2-Cre-D/wt; Ai9/wt	5	6	SLC17a8+	996577	1130067	125665	10	8393	CT	L6 CT Cpa6	0.79	L6 CT Cpa6 (79.4%), L6 CT Pou3f2 (20.0%)	L6 CT ALM Cpa6 (42.0%), L6 CT ALM Nxph2 Sla (38.0%), L6 CT VISp Ctxn3 Brinp3 (19.0%)	1586	454.51	Fede	20	1254.8	458.7	600.5	1657.38	y	
1223	20190912_sample_1	20190912_slice_1	2019-09-12	Sample 1	mouse_WADVB	2019-07-02	72	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT+	701660	30882	44938	10	3646	CT	L6 CT Cpa6	0.68	L6 CT Cpa6 (68.0%), L5/6 NP CT (8.0%), L6 CT Grp (6.1%)	L6 CT ALM Cpa6 (72.0%), L6 CT VISp Ctxn3 Brinp3 (28.0%)	1549	114.24	Fede	20	932	334.8	500.5	1381.38	y	
1224	20190912_sample_2	20190912_slice_2	2019-09-12	Sample 2	mouse_WADVB	2019-07-02	72	F	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT+	2084318	1766162	170100	10	11818	CT	L6b Shisa6_1	0.78	L6b Shisa6_1 (78.0%), L6b Col6a1 (16.7%), L6b Shisa6_2 (2.7%)	L6b VISp Col8a1 Rxfp1 (54.0%), L6b ALM Olfr111 Spon1 (37.0%), L6b VISp Mup5 (9.0%)	2487	277.88	Fede	15	1261.5	463.2	496.2	1369.512	y	
1225	20190912_sample_3	20190912_slice_3	2019-09-12	Sample 3	mouse_WADVB	2019-07-02	72	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT+	1612538	3261151	232857	10	9774	CT	L6 CT Cpa6	0.70	L6 CT Cpa6 (69.6%), L6 CT Pou3f2 (18.3%), L6 CT Grp (11.1%)	L6 CT ALM Nxph2 Sla (63.0%), L6 CT ALM Cpa6 (23.0%), L6 CT VISp Ctxn3 Brinp3 (14.0%)	2057	300.54	Fede	42	1019.3	362.9	523	1443.48		
1226	20190912_sample_4	20190912_slice_3	2019-09-12	Sample 4	mouse_WADVB	2019-07-02	72	F	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT+	842381	1748924	189246	10	10291	Lamp5	Lamp5 Slc35d3	0.94	Lamp5 Slc35d3 (93.9%), Lamp5 Pdlim5_2 (6.1%)	Lamp5 Lsp1 (100.0%)	2225	200.26	Fede	30	1391.7	503.4	523	1443.48		
1227	20190912_sample_6	20190912_slice_5	2019-09-12	Sample 6	mouse_WADVB	2019-07-02	72	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT+	1074002	1807894	164794	10	7990	NP	L5/6 NP CT	0.44	L5/6 NP CT (44.3%), L6 CT Grp (28.0%), L6 CT Pou3f2 (19.4%)	L6 CT VISp Nxph2 Wls (97.0%)	2147	121.1	Fede	31	753.3	272.9	557.3	1538.148	y	
1228	20190912_sample_8	20190912_slice_7	2019-09-12	Sample 8	mouse_WADVB	2019-07-02	72	F	Viaat-Cre/wt; Ai9/wt	6	5	VIAAT+	753378	1103197	120406	10	7420	CT	L6 CT Pou3f2	0.62	L6 CT Pou3f2 (61.7%), L6 CT Cpa6 (20.7%), L6 CT Grp (12.6%)	L6 CT ALM Cpa6 (40.0%), L6 CT ALM Nxph2 Sla (39.0%), L6 CT VISp Ctxn3 Brinp3 (20.0%)	1857	127.88	Fede	35	1000.6	366.9	547.5	1511.1	y	
1229	20190912_sample_10	20190912_slice_9	2019-09-12	Sample 10	mouse_WADVB	2019-07-02	72	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT+	3205832	83235	131690	10	8150	Pvalb	Pvalb Vipr2_2	0.98	Pvalb Vipr2_2 (97.7%)	Pvalb Vipr2 (100.0%)	2078	87.86	Fede	31	1209.8	435.9	617.4	1704.024	y	
1230	20190917_sample_1	20190917_slice_1	2019-09-17	Sample 1	mouse_JEJAV	2019-07-02	77	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT+	1120662	59232	77818	10	3482	CT	L6 CT Pou3f2	0.34	L6 CT Pou3f2 (34.1%), L6 CT Cpa6 (22.9%), L6 CT Grp (11.6%)	L6 CT VISp Ctxn3 Brinp3 (49.0%), L6 CT VISp Nxph2 Wls (38.0%), L6 CT ALM Cpa6 (10.0%)	1603	85.01	Fede	33	824.1	298.5	478.9	1321.764		
1231	20190917_sample_2	20190917_slice_2	2019-09-17	Sample 2	mouse_JEJAV	2019-07-02	77	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT+	5151671	140829	190500	10	8002	Lamp5	Lamp5 Slc35d3	0.88	Lamp5 Slc35d3 (87.6%), Lamp5 Pdlim5_2 (10.4%)	Lamp5 Lsp1 (100.0%)	2004	117.07	Fede	30	708.7	255.9	485.9	1341.084	y	
1232	20190917_sample_3	20190917_slice_3	2019-09-17	Sample 3	mouse_JEJAV	2019-07-02	77	F	Viaat-Cre/wt; Ai9/wt	5	5	VIAAT-	3296941	2994936	341613	10	11610	IT	L4/5 IT_2	0.82	L4/5 IT_2 (81.7%), L4/5 IT_1 (11.4%), L5 IT_1 (3.4%)	L4 IT VISp Rspo1 (72.0%), Microglia Siglech (23.0%)	2316	164.66	Fede	22	409.4	147.5	486.5	1342.74	y	
1233	20190919_sample_1	20190919_slice_1	2019-09-19	Sample 1	mouse_FMODM	2019-07-02	79	F	Viaat-Cre/wt; Ai9/wt	5	6	VIAAT+	124700	24286	24030	10	1512	low quality					1561	61.7	Fede	33	1049.6	385.1	458	1264.08		
1234	20190919_sample_4	20190919_slice_4	2019-09-19	Sample 4	mouse_FMODM	2019-07-02	79	F	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT+	5269627	1939262	328666	10	10708	Lamp5	Lamp5 Slc35d3	0.94	Lamp5 Slc35d3 (93.9%), Lamp5 Pdlim5_2 (6.0%)	Lamp5 Lsp1 (100.0%)	2237	139.58	Fede	33	1106.3	406.1	526	1451.76		
1235	20190919_sample_5	20190919_slice_5	2019-09-19	Sample 5	mouse_FMODM	2019-07-02	79	F	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT+	2744841	3483944	465392	10	12120	CT	L6b Shisa6_2	0.99	L6b Shisa6_2 (99.4%)	L6b VISp Mup5 (66.0%), L6b ALM Olfr111 Spon1 (33.0%)	2368	159.4	Fede	21	1377.3	509.3	560.4	1546.704	y	
1236	20190924_sample_1	20190924_slice_1	2019-09-24	Sample 1	mouse_XTXOH	2019-06-16	100	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2138053	3073206	350576	10	10673	Sst	Sst Th_1	0.70	Sst Th_1 (69.6%), Sst C1ql3_1 (22.6%), Sst C1ql3_2 (5.9%)	Sst Rxfp1 Prdm8 (100.0%)	2086	302.65	Fede	34	849.1	313.2	484.7	1337.772		
1237	20190924_sample_2	20190924_slice_2	2019-09-24	Sample 2	mouse_XTXOH	2019-06-16	100	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2136970	2290377	340047	10	10979	Sst	Sst C1ql3_2	0.99	Sst C1ql3_2 (98.7%)	Sst Rxfp1 Eya1 (85.0%), Sst Tac2 Tacstd2 (15.0%)	2222	203.79	Fede	45	1004.5	363.9	503.6	1389.936	y	
1238	20190924_sample_3	20190924_slice_3	2019-09-24	Sample 3	mouse_XTXOH	2019-06-16	100	F	Sst-IRES-Cre/wt; Ai9/wt	5	2/3	SST+	5892036	4767989	666836	10	13207	IT	L2/3 IT_3	0.91	L2/3 IT_3 (90.7%), L5 ET_4 (1.4%), L6 IT_2 (1.4%)	L2/3 IT ALM Ptrf (70.0%), L2/3 IT VISp Agmat (29.0%)	2301	247.41	Fede	20	188.4	67.4	463.9	1280.364		
1239	20190924_sample_4	20190924_slice_4	2019-09-24	Sample 4	mouse_XTXOH	2019-06-16	100	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	3391369	3856608	439999	10	9714	Sst	Sst Myh8_1	0.98	Sst Myh8_1 (97.6%)	Sst Chrna2 Glra3 (98.0%)	1897	117.39	Fede	35	1030.9	374.1	533.5	1472.46		
1240	20190924_sample_5	20190924_slice_5	2019-09-24	Sample 5	mouse_XTXOH	2019-06-16	100	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2794410	1501726	224745	10	8043	Sst	Sst Myh8_1	0.98	Sst Myh8_1 (98.3%)	Sst Chrna2 Glra3 (100.0%)	2124	121.42	Fede	45	832	305.4	517.2	1427.472		
1241	20190924_sample_6	20190924_slice_6	2019-09-24	Sample 6	mouse_XTXOH	2019-06-16	100	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2627015	2514975	343282	10	9749	Sst	Sst Hpse	0.99	Sst Hpse (99.1%)	Sst Hpse Cbln4 (98.0%)	2234	112.44	Fede	25	550.9	203.7	451.1	1245.036		
1242	20190924_sample_7	20190924_slice_7	2019-09-24	Sample 7	mouse_XTXOH	2019-06-16	100	F	Sst-IRES-Cre/wt; Ai9/wt	6	6	SST+	3218949	3020676	370492	10	11086	Pvalb	Pvalb Gabrg1	0.71	Pvalb Gabrg1 (71.4%), Pvalb Egfem1 (28.3%)	Pvalb Gabrg1 (71.0%), Pvalb Th Sst (29.0%)	2442	120.45	Fede	42	1543	567.2	643.9	1777.164	y	
1243	20190924_sample_8	20190924_slice_8	2019-09-24	Sample 8	mouse_XTXOH	2019-06-16	100	F	Sst-IRES-Cre/wt; Ai9/wt	6	6	SST-	2232673	2535868	296305	10	9915	CT	L6b Col6a1	0.96	L6b Col6a1 (96.3%)	L6b VISp Col8a1 Rprm (92.0%), L6 CT VISp Krt80 Sla (5.0%)	2168	139.71	Fede	21	1660	613.3	662.3	1827.948	y	
1244	20190925_sample_2	20190925_slice_2	2019-09-25	Sample 2	mouse_EODLM	2019-05-19	129	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2406409	2883882	319978	10	10489	Pvalb	Pvalb Calb1_2	0.72	Pvalb Calb1_2 (72.0%), Pvalb Calb1_1 (23.9%)	Pvalb Sema3e Kank4 (73.0%), Pvalb Reln Tac1 (19.0%), Pvalb Calb1 Sst (6.0%)	1763	234.72	Fede	40	841.9	310.2	491.5	1356.54	y	
1245	20190925_sample_3	20190925_slice_3	2019-09-25	Sample 3	mouse_EODLM	2019-05-19	129	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	3029825	1946582	316941	10	10412	Sst	Sst Hpse	0.97	Sst Hpse (96.9%)	Sst Hpse Cbln4 (100.0%)	1688	248.94	Fede	43	578.1	212.3	521.5	1439.34	y	
1246	20190925_sample_4	20190925_slice_4	2019-09-25	Sample 4	mouse_EODLM	2019-05-19	129	F	Sst-IRES-Cre/wt; Ai9/wt	6	5	SST-	423152	45341	49221	10	3371	CT	L6b Shisa6_1	0.28	L6b Shisa6_1 (28.4%), L6b Kcnip1 (23.6%), L6b Ror1 (15.7%)	L6b VISp Col8a1 Rprm (25.0%), L6b VISp Crh (21.0%), L6b ALM Olfr111 Spon1 (14.0%)	1519	101.89	Fede	18	1003.1	367.3	522.6	1442.376		
1247	20190925_sample_5	20190925_slice_5	2019-09-25	Sample 5	mouse_EODLM	2019-05-19	129	F	Sst-IRES-Cre/wt; Ai9/wt	5	2/3	SST-	2442275	1928563	311815	10	10924	Sst	Sst Pvalb Calb2	0.99	Sst Pvalb Calb2 (98.6%)	Sst Tac1 Htr1d (50.0%), Sst Calb2 Necab1 (27.0%), Sst Tac1 Tacr3 (10.0%)	1900	255.15	Fede	21	253.8	93.8	568.2	1568.232	y	
1248	20190925_sample_6	20190925_slice_6	2019-09-25	Sample 6	mouse_EODLM	2019-05-19	129	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST-	3454282	3043425	441812	10	12948	Pvalb	Pvalb Gpr149	1.00	Pvalb Gpr149 (99.6%)	Pvalb Gpr149 Islr (91.0%), Pvalb Reln Itm2a (9.0%)	1885	369.18	Fede	35	772.5	281.2	556.5	1535.94	y	
1249	20190925_sample_7	20190925_slice_7	2019-09-25	Sample 7	mouse_EODLM	2019-05-19	129	F	Sst-IRES-Cre/wt; Ai9/wt	6	6	SST+	3286926	2645023	487356	10	9338	Sst	Sst Calb2	0.85	Sst Calb2 (84.6%), Sst Chodl (9.3%), Sst Hpse (3.4%)	Sst Calb2 Pdlim5 (98.0%)	1732	163.32	Fede	32	1218.9	441.6	538.1	1485.156		
1250	20190926_sample_2	20190926_slice_2	2019-09-26	Sample 2	mouse_BSSDD	2019-05-19	130	M	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST-	5848074	6957386	911972	10	15311	ET	L5 ET_3	0.58	L5 ET_3 (57.6%), L5 ET_4 (21.7%), L5 ET_2 (17.7%)	L5 PT ALM Hpgd (55.0%), L5 PT VISp Lgr5 (29.0%), L5 PT ALM Npsr1 (9.0%)	2220	352.37	Fede	23	706.4	252.2	499.3	1378.068	y	
1251	20190926_sample_3	20190926_slice_3	2019-09-26	Sample 3	mouse_BSSDD	2019-05-19	130	M	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2290603	1350282	203887	10	8399	Sst	Sst C1ql3_2	0.77	Sst C1ql3_2 (77.3%), Sst Tac2 (16.9%), Sst Myh8_3 (3.1%)	Sst Tac2 Tacstd2 (77.0%), Sst Rxfp1 Prdm8 (16.0%), Sst Rxfp1 Eya1 (7.0%)	1909	76.9	Fede	27	770.4	282.7	462.5	1276.5		
1252	20190926_sample_4	20190926_slice_4	2019-09-26	Sample 4	mouse_BSSDD	2019-05-19	130	M	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST-	1461162	1597908	247459	10	6994	ET	L5 ET_1	0.55	L5 ET_1 (54.7%), L5 ET_4 (27.3%), L5 ET_3 (13.0%)	L5 PT ALM Slco2a1 (56.0%), L5 PT ALM Npsr1 (18.0%), L5 PT ALM Hpgd (12.0%)	2212	66.87	Fede	23	899.6	326.1	506.4	1397.664	y	
1253	20190926_sample_5	20190926_slice_5	2019-09-26	Sample 5	mouse_BSSDD	2019-05-19	130	M	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2946641	2255253	233433	10	10261	Pvalb	Pvalb Gpr149	0.85	Pvalb Gpr149 (84.6%), Pvalb Calb1_2 (15.3%)	Pvalb Gpr149 Islr (100.0%)	2164	146.45	Fede	42	763.4	276.3	466.9	1288.644	y	
1254	20190926_sample_6	20190926_slice_6	2019-09-26	Sample 6	mouse_BSSDD	2019-05-19	130	M	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2927243	1938863	278970	10	9876	Sst	Sst Pvalb Etv1	0.67	Sst Pvalb Etv1 (67.3%), Sst Calb2 (23.7%), Sst Pvalb Calb2 (3.9%)	Sst Nr2f2 Necab1 (72.0%), Sst Calb2 Pdlim5 (17.0%), Sst Calb2 Necab1 (11.0%)	2315	66.77	Fede	40	638	231.1	460.1	1269.876		
1255	20190927_sample_1	20190927_slice_1	2019-09-27	Sample 1	mouse_ZKETK	2019-08-08	50	F	Vipr2-IRES2-Cre-D/wt; Ai9/wt	5	2/3	VIPR2+	328041	313035	38678	10	9166	IT	L2/3 IT_3	0.91	L2/3 IT_3 (90.6%), L5 ET_2 (2.7%), L5 ET_3 (2.0%)	L2/3 IT VISp Agmat (49.0%), L2/3 IT VISp Rrad (49.0%)	?	?	Fede	25	289.4	106.2	502.2	1386.072	y	
1256	20190927_sample_2	20190927_slice_2	2019-09-27	Sample 2	mouse_ZKETK	2019-08-08	50	F	Vipr2-IRES2-Cre-D/wt; Ai9/wt	5	6	VIPR2+	1047796	1369105	166018	10	8606	CT	L6 CT Pou3f2	0.88	L6 CT Pou3f2 (88.0%), L6 CT Cpa6 (9.1%)	L6 CT VISp Ctxn3 Brinp3 (50.0%), L6 CT ALM Nxph2 Sla (47.0%)	?	?	Fede	29	1127.2	410.7	526.4	1452.864	y	
1257	20190927_sample_3	20190927_slice_3	2019-09-27	Sample 3	mouse_ZKETK	2019-08-08	50	F	Vipr2-IRES2-Cre-D/wt; Ai9/wt	5	5	VIPR2+	880369	1057353	92956	10	8422	Pvalb	Pvalb Reln	0.99	Pvalb Reln (99.3%)	Pvalb Reln Itm2a (100.0%)	?	?	Fede	40	513.6	187.7	544	1501.44	y	
